gan_plant_8715,aptitud_forVII_lingue,bn_lingue_87,cul_prad_lingue_87,dem_lingue,dis_caminos_lingue,dis_comunidades_lingue,dis_hid_lingue,dis_plant87_lingue,dis_urbano_lingue,mat_lingue_87,pen_lingue15,pend_lingue,predios_lingue1,x,y
0,0,0,0,7,445.9820557,553.1726685,729.9315186,67.08203888,517.8803101,1,1,4.600962162,18,654639.9317,5632210.821
0,1,1,0,478,342.0526123,6638.343262,90,84.85281372,11523.16406,0,0,62.33537674,116.7852325,665052.8083,5638092.446
0,1,0,0,13,30,1942.833008,210,84.85281372,12370.80859,0,1,11.9282217,31,666403.1814,5629750.141
0,1,1,0,132,480,1410.319092,1201.499023,134.1640778,3768.076416,0,0,52.4590416,69,658240.9265,5632600.928
0,0,0,0,28,859.0692749,2406.92749,60,150,8693.998047,1,0,22.17525864,1281,662292.0456,5629270.008
0,1,1,0,422,2362.392822,16904.08789,2676.060547,120,28418.61523,0,0,32.05011749,71,679666.8456,5646674.816
0,1,1,0,7,474.3416443,2240.580322,108.1665421,60,19571.33789,0,0,16.43136215,1077,673905.2539,5630470.34
0,0,1,0,10,391.1521301,1650.817993,258.0697632,30,10628.00586,0,1,7.544069767,1730,665052.8083,5631760.696
0,0,0,1,94,342.0526123,424.2640686,1233.28833,94.86833191,2155.411865,0,0,34.57629013,31,656650.4871,5632871.003
0,1,1,0,385,458.9117432,13579.79785,2804.318115,42.42640686,25726.9375,0,0,43.61674881,57,678196.4393,5643493.938
0,1,0,0,201,1182.243652,2028.053223,5068.846191,150,26646.83984,1,0,35.23740768,497,680987.2103,5630050.224
0,1,0,1,727,1148.259521,15540.72363,1749.285522,42.42640686,26054.71875,0,0,21.44330406,67.43522644,677356.2072,5646014.634
0,0,0,1,14,268.3281555,3679.252686,494.7726746,335.4101868,14676.96191,0,1,10.03188992,73,668233.6871,5627949.644
0,0,0,1,9,283.0194397,1603.807983,42.42640686,218.4032898,11911.36035,0,1,0.589092851,1665,666103.0985,5630410.323
0,NA,1,0,347,174.9285583,13692.79004,3309.259766,94.86833191,18673.88477,0,0,43.78747559,405.8355103,669434.0187,5644934.336
0,1,1,0,206,84.85281372,2191.643311,702.2819824,60,2997.89917,0,0,51.57843781,115,655030.0395,5629360.033
0,1,0,1,386,2240.580322,16059.89453,1417.956299,90,31330.80273,0,0,25.4403553,80,683567.9233,5645174.402
0,0,1,0,592,1358.307739,6746.732422,835.7033081,150,12177.22852,0,0,22.57847786,1590,665953.057,5637612.313
0,1,0,0,49,371.0794983,6728.097656,94.86833191,67.08203888,18331.47266,1,0,72.89771271,86,672224.7896,5638182.47
0,1,1,0,486,1318.976929,9553.245117,313.209198,94.86833191,14361.19727,0,0,16.86905289,85,667183.3969,5640193.026
0,1,1,0,424,2418.119141,6259.656738,1060.660156,152.9705811,13056.89453,0,0,46.72067261,1590,667363.4467,5635781.807
0,1,1,0,122,300,10290,1340.634155,123.6931686,19268.43359,0,0,33.75867081,1872,671894.6984,5641753.457
0,0,1,0,549,991.8165283,2532.11377,1398.463501,30,7425.105957,0,0,44.15446472,1281,659291.2166,5626899.353
0,1,0,0,249,1440,1706.575562,30,94.86833191,5903.600586,1,0,33.58346176,946,656800.5286,5626959.37
0,1,1,0,35,60,3757.672119,577.0615234,30,20138.93945,0,0,36.97701645,1410,674655.4611,5634011.318
0,0,1,0,158,530.7541504,1614.434937,1034.456421,90,8997.25,0,0,36.7369194,76,663312.3275,5631280.564
0,0,0,1,7,600,1739.223999,108.1665421,108.1665421,16576.73047,0,1,4.486397743,5,669674.085,5626449.229
0,1,0,0,36,120,3540.127197,180,42.42640686,16413.29102,1,0,43.69226837,1109,670874.4166,5634851.55
0,1,0,0,348,902.496521,14411.27637,2163.330811,60,27239.55469,1,0,34.59635544,26,679546.8124,5644184.128
0,0,0,0,99,1972.942017,3730.147461,1332.553955,42.42640686,13839.10742,1,0,39.04934692,1665,668173.6705,5630920.464
0,0,1,0,111,551.5432739,937.7099609,524.7856445,152.9705811,1500,0,0,23.00481224,42,656020.313,5633291.119
0,1,1,0,115,2769.44043,16226.75586,364.9657593,84.85281372,30286.7793,0,0,95.22372437,188,682217.5502,5645684.543
0,1,1,0,164,2415.69873,5205.842773,134.1640778,67.08203888,10193.02734,0,0,30.06682968,1148,660971.6809,5624678.74
0,1,1,0,593,150,4030.396973,492.0365906,216.3330841,8412.098633,0,1,0.83310312,786,657850.8187,5624678.74
0,0,0,1,463,873.6131592,1397.175781,750,123.6931686,6491.725586,0,1,6.664824963,1281,659051.1503,5628009.66
0,1,1,0,73,3330.540527,5816.055176,134.1640778,30,10967.73926,0,0,31.36055183,1148,661931.9462,5624528.698
0,1,1,0,14,1026.157837,2618.43457,1395.564453,60,19187.33984,0,1,13.43338394,375,671144.4912,5623388.383
0,1,1,0,232,1061.508301,684.1052246,600,67.08203888,5083.827148,0,0,55.2649498,946,656920.5617,5627979.652
0,0,0,0,17,180,2871.550049,390,180,17937.89258,0,1,3.725750446,178,669824.1264,5623568.433
0,1,1,0,11,1164.989258,2352.275391,218.4032898,67.08203888,16060.79102,0,1,1.178185701,396,669013.9026,5626239.171
0,NA,1,0,398,3548.126221,2484.210205,1824.088867,30,3962.953369,0,0,16.53662491,1492.962402,657700.7773,5635901.84
0,1,1,0,164,161.5549469,2308.246094,792.0227051,67.08203888,19761.89453,0,0,46.76150894,1077,674175.3285,5631100.514
0,1,1,0,257,1783.171387,912.4143677,189.7366638,108.1665421,1900.447266,0,0,44.07186508,64,655930.2882,5634701.509
0,1,0,1,468,819.3900146,4879.221191,1870.855469,123.6931686,9257.321289,0,1,12.14446068,NA,662802.1866,5637552.296
0,1,0,0,150,228.4731903,4203.962402,1180.720093,30,20941.74023,1,1,6.506743431,1410,675465.685,5633681.227
0,1,0,0,224,2403.934326,17052.30273,1231.462524,300,30514.11523,1,0,18.78642845,170,682067.5088,5646554.783
0,1,1,0,48,150,792.0227051,402.4922485,30,9848.228516,0,0,69.30796814,1148,663792.4601,5629870.174
0,1,0,0,74,2070,2174.948242,1842.009766,30,7015.639648,1,0,26.0802536,32,661361.7887,5634971.583
0,0,0,1,7,990.4544678,2678.077637,1803.24707,120,19789.20117,0,1,5.588625431,8,671804.6736,5623358.375
0,1,0,0,174,1560,12478.73828,474.3416443,90,30166.41406,0,1,8.434526443,23,683627.9398,5641363.349
0,1,1,0,151,1027.034546,2063.031738,1586.600098,134.1640778,18934.01758,0,0,35.02997971,1410,673455.1295,5632810.986
0,1,1,0,469,1268.897217,13777.31836,210,30,23385.26367,0,0,16.96137428,103,674925.5357,5644904.327
0,NA,0,1,15,902.496521,152.9705811,108.1665421,94.86833191,941.5412598,0,1,5.033211708,64,655330.1224,5633891.285
0,1,1,0,325,700.3570557,19155.62891,1930.518066,192.0937347,33980.20313,0,0,48.50992966,1261.8573,685278.3958,5647875.148
0,1,1,0,209,3281.539307,4153.564941,94.86833191,42.42640686,9660.233398,0,0,30.04951096,1148,662111.9959,5626809.328
0,1,1,0,17,787.4642944,3125.332031,792.0227051,30,15173.77344,0,1,5.033211708,104,668443.7451,5627139.42
0,1,0,0,335,318.9043884,18405.16406,2979.681152,408.0441284,34673.94141,1,1,8.012529373,1261.8573,686628.7688,5646524.775
0,1,1,0,549,212.1320343,4383.286621,30,108.1665421,8897.061523,0,0,15.05359936,786,658541.0094,5624498.69
0,0,1,0,575,1195.491577,7563.629883,1044.844482,84.85281372,13936.18652,0,0,21.33785057,1590,667753.5544,5637792.363
0,0,1,0,18,816.0882568,1905.88562,108.1665421,84.85281372,16858.42578,0,1,5.890928745,1665,670454.3005,5627679.569
0,1,1,0,510,1620,14098.37207,792.5906982,67.08203888,22751.47461,0,0,52.36303329,86,673935.2622,5645414.468
0,1,1,0,7,182.4828796,2724.720215,42.42640686,30,9780,0,0,27.66228485,1730,664302.6011,5633291.119
0,1,1,0,300,1081.665405,8100.055664,937.7099609,30,24884.75977,0,0,87.42622375,353,679006.6632,5637882.387
0,1,1,0,16,1693.074097,2831.148193,516.1395264,42.42640686,22116.67383,0,0,18.1475029,1974,676245.9005,5629029.942
0,1,0,0,149,1632.727783,12998.72656,283.0194397,60,30292.82617,1,0,43.83104324,33,683597.9315,5641933.507
0,0,1,0,6,1341.640747,1664.121338,1639.329102,150,20425.41797,0,1,3.003796101,638,673935.2622,5626839.337
0,1,1,0,50,465.7252502,2310.779053,276.5863342,30,2207.192871,0,0,23.04249382,84,655240.0975,5630320.298
0,0,1,0,468,1033.150513,11431.2207,1567.194946,60,16745.93945,0,0,48.4991951,37,668713.8197,5642443.648
0,1,0,0,161,1843.963135,4012.94165,2191.848633,42.42640686,13568.49316,1,0,36.69911575,1730,668083.6456,5632720.962
0,0,1,0,15,1663.309937,3017.051514,1100.63623,42.42640686,12996.37305,0,1,6.716691971,1730,667363.4467,5631190.539
0,1,1,0,486,1973.854126,6428.475586,496.5883484,108.1665421,12223.8125,0,0,27.68736458,1590,666223.1316,5636952.131
0,0,0,0,29,67.08203888,3200.03125,1697.056274,295.4657288,21133.80273,0,1,10.62002277,337,673365.1047,5623508.417
0,1,1,0,168,152.9705811,12147.66602,318.9043884,42.42640686,27800.4668,0,0,23.85644341,82,681047.2269,5641753.457
0,1,1,0,119,228.4731903,5390.825684,424.2640686,60,23579.92383,0,0,45.64994431,130,678046.3979,5635091.617
0,NA,1,0,443,3054.99585,1697.586548,1731.18457,90,4065.193604,0,0,28.32550621,NA,658150.9016,5635241.658
0,1,1,0,210,1916.715942,9309.333984,30,60,15350.06543,0,0,25.02778244,399,668353.7202,5640072.993
0,1,0,1,106,1421.442871,591.6925049,390,180,5382.053711,0,0,33.9891777,325,659891.3824,5633771.252
0,1,1,0,143,595.4829712,4853.699707,948.6832886,108.1665421,23758.82617,0,0,25.83963013,130,678256.4559,5634581.476
0,0,0,1,15,180,3912.901855,582.4946289,335.4101868,17671.24805,0,1,8.697852135,178,669073.9192,5622818.226
0,0,1,0,8,576.281189,859.0692749,684.7627563,94.86833191,17819.51953,0,1,6.007592201,29,671174.4995,5626839.337
0,0,0,0,10,256.3200989,1235.475586,416.7733154,313.209198,17914.39648,0,1,5.033211708,437,671864.6902,5628699.851
0,1,0,1,176,1077.079346,827.586853,361.2478333,192.0937347,1859.516113,0,0,59.36115646,42,656350.4042,5633741.243
0,1,0,0,323,1206.731079,4874.515137,1733.262817,331.3608398,14329.73438,1,0,46.38895798,1109,668743.828,5635181.641
0,1,1,0,256,1206.731079,5994.372559,1373.790405,30,20760.36914,0,0,35.93949127,18,675045.5689,5636562.023
0,1,1,0,18,212.1320343,3319.035889,30,67.08203888,17433.33008,0,1,5.92031002,178,669193.9523,5623478.408
0,1,0,1,8,1006.230591,1758.010254,30,123.6931686,18986.11328,0,1,1.862875223,56,673305.0881,5630410.323
0,1,1,0,9,192.0937347,1719.447632,240,323.1098938,1640.152466,0,1,1.178185701,4,655360.1307,5631160.531
0,0,0,0,9,0,660.6814575,531.6013794,174.9285583,19021.63281,0,1,8.372582436,638,672494.8642,5626959.37
0,NA,0,1,9,150,752.3961792,30,192.0937347,4740.854492,0,1,11.31610394,1281,658631.0343,5630800.431
0,0,0,1,59,1176.137695,2955.266602,4230.95752,84.85281372,25554.10156,0,0,21.09248543,276,679276.7378,5626839.337
0,0,1,0,376,2220,1548.709106,1141.577881,174.9285583,3415.259766,0,0,26.37794495,95,657760.7939,5634491.451
0,0,1,0,363,1395.886841,5012.783691,2135.275146,84.85281372,13722.63086,0,0,43.78747559,1590,668173.6705,5634821.542
0,1,0,1,21,241.8677368,1253.195923,362.491394,134.1640778,4874.884766,0,1,10.60367203,38,659351.2332,5632540.912
0,1,1,0,11,3433.132568,3730.147461,108.1665421,60,11226.97656,0,1,4.749418736,356,663792.4601,5626539.254
0,0,1,0,13,60,560.446228,180,94.86833191,17667.73242,0,1,3.951755047,50,672044.7399,5630920.464
0,1,0,1,9,0,2177.016357,510.8815918,161.5549469,8240.885742,0,1,10.1351366,5,662202.0208,5630200.265
0,0,1,0,350,1113.238525,4293.669922,1830,174.9285583,13775.52148,0,0,42.49642563,1730,668293.7036,5633801.26
0,1,1,0,652,2578.778809,15505.47363,420,108.1665421,24733.86719,0,0,24.86083603,136.5339813,675585.7181,5646524.775
0,1,0,1,4,967.4709473,1739.223999,192.0937347,30,16934.5957,0,1,3.434972048,22,669674.085,5625548.98
0,0,0,0,94,1809.226318,2912.473145,1315.90271,30,14579.13574,1,0,20.01182365,1665,668983.8943,5631340.58
0,0,1,0,260,1612.761597,931.9334717,952.9428101,60,2989.18042,0,0,29.60155106,52,657460.711,5633951.302
0,1,1,0,548,1667.363159,8221.587891,510.8815918,42.42640686,13682.10547,0,0,37.48963928,1590,667243.4135,5638452.545
0,NA,0,0,8,284.6049805,720,517.8803101,240,4735.440918,0,1,2.499309301,59,658871.1006,5631310.572
0,1,0,0,309,523.9274902,11736.59668,2162.082275,67.08203888,24678.625,1,0,56.66326141,111,677806.3316,5641603.415
0,1,0,0,218,1846.64563,14676.86914,553.1726685,150,29807.51758,1,0,51.30522156,31,682367.5917,5644064.095
0,1,1,0,91,445.9820557,2876.404053,2056.258789,30,20151.4707,0,0,32.83102798,1410,674655.4611,5632270.837
0,1,0,0,14,2914.944336,3171.639893,60,60,11096.95898,1,1,6.262143135,356,663942.5016,5627079.403
0,1,0,1,23,558.0322876,2960.439209,1235.475586,30,21795.88281,0,1,10.62002277,1410,676185.8839,5630770.423
0,1,0,1,129,339.4112549,6716.785156,684.1052246,152.9705811,22456.55859,0,0,37.9084816,73,676816.058,5636141.907
0,0,0,1,12,300,3933.776855,1997.197998,30,22214.77148,0,0,22.14393806,144,674805.5026,5624108.582
0,0,1,0,492,1724.673828,8968.946289,305.9411621,42.42640686,14325.87207,0,0,22.54771614,1590,667573.5047,5639322.785
0,1,0,0,183,1027.034546,10853.86523,1440.3125,94.86833191,18531.86719,1,0,24.60124016,1872,670814.4,5642263.598
0,1,0,1,37,394.5883789,1678.39209,284.6049805,67.08203888,18461.2168,0,0,45.6043129,437,672704.9223,5629990.207
0,0,1,0,194,785.1751099,606.7124634,858.0209961,30,420,0,0,36.43814468,63,654489.8902,5634161.36
0,1,1,0,397,295.4657288,4111.751465,1626.099609,123.6931686,25920.85156,0,0,43.62868118,209,680447.0611,5633621.21
0,1,0,0,171,1149.82605,2421.280762,3296.452637,241.8677368,25838.5,1,0,35.03988647,72,680327.0279,5631790.705
0,1,1,0,475,3664.423584,2015.589233,2283.549805,30,5970.678223,0,0,42.17263031,52,659891.3824,5636021.874
0,1,0,1,16,1015.135437,2927.268311,778.8452759,84.85281372,21070.27539,0,0,16.50511551,98,675135.5938,5628819.884
0,1,0,1,19,496.5883484,2202.907227,989.5453491,30,20363.4375,0,1,9.011387825,35,674385.3865,5628699.851
0,1,1,0,213,735.4590454,8680.166992,937.7099609,108.1665421,19016.90039,0,0,36.69438553,1872,672314.8145,5640133.009
0,NA,0,1,376,3107.281738,3853.336182,4110.985352,216.3330841,7288.271484,0,0,17.12427139,143.2458649,660491.5482,5637762.354
0,0,1,0,380,445.9820557,3482.326904,1471.223999,60,8840.435547,0,0,17.51498985,160,663102.2695,5635541.741
0,1,1,0,30,30,5559.721191,94.86833191,84.85281372,23075.69531,0,1,11.17725086,76,677536.257,5635151.633
0,1,0,0,287,2323.983643,16475.43555,2096.783203,30,28563.56055,0,0,25.98026466,97,680056.9533,5646224.692
0,1,1,0,227,973.4988403,12072.1582,2119.834961,42.42640686,23769.46875,0,0,54.92165756,335,676425.9502,5642653.706
0,1,1,0,60,2779.658203,3514.612305,234.3074951,30,4468.38916,0,0,49.72167206,561.3497314,651459.053,5638332.512
0,0,1,0,12,858.0209961,1843.963135,379.4733276,90,18356.4707,0,1,8.372582436,2,670664.3586,5624288.632
0,0,0,0,350,445.9820557,2631.29248,1261.427734,108.1665421,8578.636719,1,1,13.96535301,31,663012.2446,5634641.492
0,1,1,0,13,835.7033081,2541.692383,450,90,16217.76758,0,1,5.588625431,396,668863.8612,5625488.964
0,1,0,1,425,2618.43457,15624.81641,1250.319946,134.1640778,31457.5293,0,0,27.78745461,29,683928.0227,5644604.244
0,1,1,0,529,120,19962.7168,366.1966553,150,33555.85547,0,0,18.72166443,2494.65332,684228.1056,5649045.471
0,1,1,0,21,381.837677,1678.39209,1400.714111,30,19987.52148,0,1,6.372013569,133,673935.2622,5628429.776
0,1,1,0,453,2371.708252,6792.996582,540.8327026,335.4101868,12712.81641,0,0,38.76392365,1590,666733.2726,5636952.131
0,1,1,0,338,234.3074951,3387.742676,2220,30,25771.74609,0,0,43.20103455,209,680297.0196,5632901.011
0,1,1,0,55,390,3162.688721,42.42640686,30,16865.44336,0,1,3.772034883,396,668863.8612,5624048.566
0,1,1,0,18,468.6149902,750,90,42.42640686,17081.04297,0,1,5.033211708,1077,671444.5741,5630860.448
0,1,1,0,372,450,11887.30859,1719.185913,30,23159.32031,0,0,15.90550709,986,675735.7596,5642713.722
0,NA,1,0,371,108.1665421,13988.52734,3127.059326,150,19174.95313,0,0,85.42049408,405.8355103,669794.1181,5645294.435
0,1,1,0,343,305.9411621,3878.24707,666.1080933,371.0794983,9680.521484,0,0,61.65525818,43,663972.5099,5635511.733
0,0,0,1,9,330,1173.456421,483.7354736,218.4032898,9287.65332,0,1,3.725750446,110,663342.3358,5630290.29
0,1,0,0,112,823.7717896,840.5355225,228.4731903,30,4643.026855,1,0,47.87625504,75,658210.9182,5630050.224
0,0,1,0,714,391.1521301,8666.314453,474.3416443,241.8677368,13194.06641,0,0,33.69693756,85,666043.0819,5639862.935
0,0,0,1,12,192.0937347,1233.28833,84.85281372,189.7366638,5957.852051,0,1,3.172362089,11,660401.5234,5632240.829
0,1,0,1,276,1123.298706,11242.79785,1087.474121,228.4731903,28995.16602,0,0,28.32550621,79,682667.6746,5640403.084
0,1,0,0,291,823.7717896,6735.517578,886.3972168,30,20721.68359,1,0,32.71985245,44,674835.5109,5637522.288
0,1,1,0,157,182.4828796,11005.58496,390,60,26250,0,0,28.1349659,1116,679726.8621,5640763.183
0,1,0,0,136,2072.389893,3055.879639,2808.166748,67.08203888,7598.947266,1,0,31.31071472,61,661601.855,5636171.915
0,1,0,1,108,120,4215.827148,1730.924561,60,21210,0,0,36.0455513,1410,675735.7596,5633201.094
0,1,0,0,51,2404.682861,3691.950684,1797.998901,42.42640686,13430.68848,1,1,8.697852135,1730,667873.5876,5631730.688
0,1,1,0,27,271.6615601,2579.476807,212.1320343,30,15961.38184,0,0,24.86083603,1077,670484.3088,5633621.21
0,0,0,1,306,960,2649.697998,1380,30,8084.763672,0,0,27.02774429,72,662472.0954,5634881.558
0,1,1,0,27,1141.577881,3593.243652,891.9641113,30,15840.4541,0,0,20.42377472,396,668023.629,5624648.732
0,0,0,1,7,366.1966553,1103.902222,624.2595825,84.85281372,19309.02734,0,1,7.093617439,18,672104.7565,5625188.881
0,1,0,0,172,2616.199463,1836.627319,1953.458496,42.42640686,6552.099121,1,0,39.7495842,28,660821.6394,5635211.65
0,1,0,1,34,308.8688965,2708.154297,335.4101868,150,20410.25391,0,1,10.83034039,22,674565.4363,5629330.025
0,1,0,1,282,560.446228,19152.87891,2647.149414,42.42640686,34521.25391,0,0,25.11774826,100.9430313,685998.5947,5647605.073
0,0,1,0,669,1260.357056,7572.192383,764.8529053,60,12755.11621,0,1,11.66344357,1590,666253.1399,5638422.537
0,0,0,0,11,2180.114746,2952.371826,2168.317383,123.6931686,21684.02344,0,1,3.772034883,1974,675405.6684,5627349.478
0,1,0,0,62,342.0526123,4161.25,510,84.85281372,19425.41211,1,1,6.506743431,98,673875.2456,5635121.625
0,0,0,0,8,1113.6427,1317.953003,1838.096802,30,20100.13477,0,1,3.172362089,638,673755.2124,5627349.478
0,1,1,0,582,1449.965576,8700,210,468.6149902,13768.69238,0,0,35.77496338,1590,666973.3389,5639292.777
0,1,0,0,575,2253.996338,14761.85938,456.9463806,30,23695.97461,1,0,69.46800995,96,674715.4777,5645954.618
0,1,1,0,585,408.0441284,4583.328613,573.1491699,283.0194397,8949.960938,0,1,4.998618603,144,657970.8519,5624138.591
0,1,0,1,96,390,1908.009399,254.5584412,210,8886.990234,0,0,17.94559097,503,662682.1534,5629660.116
0,1,0,1,12,342.0526123,3361.339111,60,60,20768.53906,0,0,15.46298599,1410,675015.5606,5629810.157
0,0,0,1,281,998.598999,2034.0354,1046.565796,210,7176.963379,0,0,17.82918549,1281,660821.6394,5629690.124
0,1,1,0,187,300,2791.773682,2460.182861,192.0937347,24878.75586,0,0,31.00442314,79,679396.7709,5632540.912
0,1,1,0,195,600,5312.118164,300,67.08203888,24358.00391,0,0,25.08318329,230,678826.6134,5635091.617
0,1,0,1,34,42.42640686,2790.64502,342.0526123,30,20085.30859,0,1,7.658207417,85,674385.3865,5630200.265
0,1,1,0,358,108.1665421,10501.07129,1462.634644,600.7495117,23884.91797,0,0,41.70927429,1116,677356.2072,5640433.092
0,1,1,0,330,1084.158691,2012.013916,270,283.0194397,6378.44043,0,0,87.31699371,946,657190.6363,5626629.279
0,1,1,0,8,240,5037.14209,30,150,18687.51953,0,0,19.68839645,28,672974.9969,5636381.973
0,1,0,1,4,90,2544.34668,30,210,17106.44531,0,1,1.862875223,49,669343.9938,5624438.674
0,1,0,1,137,1106.345337,12912.58691,150,94.86833191,29674.79297,0,0,25.87988853,55,682907.7409,5642083.548
0,0,1,0,312,2456.521973,3844.216553,1914.366699,60,12150,0,0,37.74333954,1730,666673.256,5633381.144
0,0,0,1,249,342.0526123,1252.836792,876.1849365,300,8519.260742,0,0,15.68580723,45,662952.228,5631970.754
0,0,0,1,14,737.9024048,1860.967529,1008.464172,120,19098.7168,0,1,10.03188992,60,671414.5658,5624138.591
0,1,1,0,272,1148.259521,12526.82324,2826.057373,94.86833191,25081.88477,0,0,22.87622833,136,677926.3647,5642443.648
0,1,1,0,234,982.7003784,17266.29688,2190.205566,30,32585.24805,0,0,31.93078995,65,684528.1885,5646134.667
0,1,0,0,159,647.6110229,502.8916321,806.1017456,134.1640778,17920.67578,1,0,26.30548668,1077,672374.8311,5631610.655
0,1,1,0,112,1747.741455,4347.516602,366.1966553,30,11012.3291,0,0,32.14202118,1730,665472.9244,5634581.476
0,1,0,1,182,2091.626221,12952.21973,785.1751099,94.86833191,30737.83594,0,0,43.0078125,58.78993225,684138.0808,5641663.432
0,0,0,1,127,1186.802368,2646.12915,391.1521301,94.86833191,7839.247559,0,0,15.86181068,1281,661331.7804,5629179.983
0,0,0,1,8,84.85281372,1142.365967,120,247.3863373,18037.08594,0,1,2.634503365,1077,672344.8228,5630410.323
0,1,1,0,554,276.5863342,14241.69238,2125.135254,108.1665421,25793.7207,0,1,14.05205631,107,677866.3482,5644394.186
0,1,1,0,234,1806.239136,1584.04541,523.9274902,67.08203888,2222.835938,0,0,47.72015762,37,655960.2965,5635481.724
0,0,0,1,303,254.5584412,745.1845703,1087.060303,174.9285583,4594.605469,0,0,34.44052887,946,657580.7441,5629209.992
0,0,0,0,15,1002.646484,3644.722168,1124.499878,84.85281372,14657.9707,0,1,12.0151844,104,667933.6042,5627259.453
0,1,0,1,414,283.0194397,4518.959961,666.1080933,300,10038.35156,0,0,66.20156097,64,664182.5679,5636141.907
0,1,0,0,92,2298.281982,4362.499512,2225.061768,60,14176.89648,1,0,22.2299633,90,667003.3472,5626329.196
0,NA,0,1,480,84.85281372,13126.87695,3107.571289,90,18380.82227,0,0,24.74891281,294.7764893,669464.027,5644364.178
0,1,0,1,199,666.1080933,6428.195801,891.9641113,60,21582.34766,0,0,25.57640076,25,675885.801,5636502.006
0,0,0,1,17,189.7366638,513.5172729,966.0745239,174.9285583,17805.19531,0,1,8.012529373,8,670844.4083,5626059.121
0,1,1,0,64,551.5432739,6102.696289,323.1098938,94.86833191,22448.44141,0,0,36.90656281,10,676876.0746,5635511.733
0,1,0,0,409,858.0209961,7038.30957,939.1485596,108.1665421,14332.96875,1,0,73.33200836,1252,668263.6954,5637492.28
0,1,0,1,39,152.9705811,1146.29834,1090.779541,182.4828796,3325.808105,0,0,46.28410721,7,657730.7856,5632330.854
0,1,1,0,184,834.0863037,11804.15137,271.6615601,268.3281555,20840.67383,0,0,17.67278671,986,672914.9803,5643223.863
0,NA,1,0,406,371.0794983,16564.5918,4194.210449,67.08203888,22175.86523,0,0,53.45185852,273.5187073,671504.5907,5648025.19
